Employee_ID,Gender,Job_Level_after_FY20_promotions,New_hire_FY20?,FY20_Performance_Rating,Promotion_in_FY21,In_base_group_for_Promotion_FY21,Target_hire_balance,FY20_leaver,In_base_group_for_turnover_FY20,Department_01.07.2020,Leaver_FY,Job_Level_after_FY21_promotions,Last_Department_in_FY20,FTE_group,Time_type,Department_&_JL_group_PRA_status,Department_&_JL_group_for_PRA,Job_Level_group_PRA_status,Job_Level_group_for_PRA,Time_in_Job_Level_01.07.2020,Job_Level_before_FY20_promotions,Promotion_in_FY20,FY19_Performance_Rating,Age_group,Age_01.07.2020,Nationality_1,Region_group_nationality_1,Broad_region_group_nationality_1,Last_hire_date,Years_since_last_hire,Rand
450,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.898814476
451,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,2,5 - Senior Officer,N,0,20 to 29,25,France,Europe,Europe,01-04-2018,2,0.160658991
452,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,Belgium,Europe,Europe,01-04-2018,2,0.954049276
453,Male,2 - Director,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,4,2 - Director,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.620917475
454,Male,5 - Senior Officer,N,1,Yes,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.677281283
455,Female,1 - Executive,N,0,No,No,0.5,No,Y,Sales & Marketing,not leave,1 - Executive,Sales & Marketing,Full Time,Full Time,NA,NA,NA,NA,4,1 - Executive,N,2,40 to 49,45,France,Europe,Europe,01-04-2016,4,0.289259012
456,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Netherlands,Europe,Europe,01-04-2013,7,0.094868624
457,Male,5 - Senior Officer,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.394718881
458,Female,3 - Senior Manager,N,4,No,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,48,Germany,Europe,Europe,01-04-2011,9,0.951278227
459,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,0.8,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.443772387
460,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.555849592
461,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.617189444
462,Male,4 - Manager,N,2,Yes,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.21810248
463,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,01-04-2018,2,0.391683718
464,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,21,France,Europe,Europe,01-04-2019,1,0.315551877
465,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.311523269
466,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,0.8,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.275494994
467,Male,2 - Director,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,1 - Executive,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,5,2 - Director,N,2,40 to 49,48,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.936475912
468,Male,1 - Executive,N,0,No,No,0.5,Yes,Y,Strategy,FY20,not promotion,Strategy,Full Time,Full Time,NA,NA,NA,NA,2,1 - Executive,N,3,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.868222656
469,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,01-04-2018,2,0.008607519
470,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,01-04-2017,3,0.797756902
471,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,01-04-2018,2,0.508488195
472,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.704581908
473,Female,4 - Manager,N,2,Yes,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,0,40 to 49,49,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.300840599
474,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.394097944
475,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,0.7,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,France,Europe,Europe,01-04-2017,3,0.628523118
476,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,20,Germany,Europe,Europe,01-04-2017,3,0.269625557
477,Female,2 - Director,N,2,Yes,Yes,0.5,No,Y,Internal Services,not leave,1 - Executive,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,44,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.455538499
478,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.155040409
479,Male,6 - Junior Officer,N,4,No,No,0.5,Yes,Y,Operations,FY20,not promotion,Operations,Full Time,Full Time,NA,NA,NA,NA,3,6 - Junior Officer,N,4,50 to 59,53,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.685174367
480,Male,3 - Senior Manager,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,0,NA,N,0,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.350211781
481,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,30 to 39,37,Italy,Europe,Europe,01-04-2016,4,0.672867288
482,Male,3 - Senior Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.652297782
483,Female,6 - Junior Officer,N,3,No,No,0.5,Yes,Y,Operations,FY20,not promotion,Operations,0.5,Part Time,NA,NA,NA,NA,4,6 - Junior Officer,N,3,30 to 39,36,Italy,Europe,Europe,01-04-2016,4,0.863631088
484,Male,1 - Executive,Y,0,No,No,0.5,No,N,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,NA,NA,NA,NA,0,NA,N,0,60 to 69,61,Japan,Asia Pacific,Elsewhere,01-04-2020,0,0.980892099
485,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,1,30 to 39,34,Germany,Europe,Europe,01-04-2013,7,0.548705642
486,Female,6 - Junior Officer,N,2,No,No,0.5,Yes,Y,Operations,FY20,not promotion,Operations,Full Time,Full Time,NA,NA,NA,NA,2,6 - Junior Officer,N,3,40 to 49,47,Germany,Europe,Europe,01-04-2018,2,0.708885148
487,Female,4 - Manager,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,39,Italy,Europe,Europe,01-04-2015,5,0.72030116
488,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.340411142
489,Male,4 - Manager,Y,0,No,No,0.5,No,N,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.099955646
490,Male,3 - Senior Manager,Y,0,No,No,0.5,No,N,Finance,not leave,3 - Senior Manager,Finance,Full Time,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,0,NA,N,0,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.308280557
491,Female,5 - Senior Officer,Y,0,No,No,0.5,No,N,Internal Services,not leave,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,0,NA,N,0,30 to 39,33,United Kingdom,Europe,Europe,01-04-2020,0,0.033966431
492,Male,2 - Director,N,1,No,Yes,0.5,No,Y,Sales & Marketing,not leave,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,40 to 49,42,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.756099616
493,Male,4 - Manager,N,1,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,33,France,Europe,Europe,01-04-2016,4,0.982856978
494,Female,6 - Junior Officer,N,4,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Sweden,Europe,Europe,01-04-2017,3,0.727070205
495,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.156021377
496,Male,6 - Junior Officer,N,4,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,Germany,Europe,Europe,01-04-2017,3,0.674002896
497,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,0.9,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,32,Austria,Europe,Europe,01-04-2011,9,0.024025146
498,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Canada,Americas,Elsewhere,01-04-2018,2,0.808574846
499,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Finance,not leave,3 - Senior Manager,Finance,Full Time,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,40 to 49,42,Spain,Europe,Europe,01-04-2016,4,0.54234381
500,Male,4 - Manager,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,9,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.829602919
